METHOD - 1 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,,,,,
B143RL1A225NBEA,29-08-2021,29-08-2021,Real Motor Vehicle Output: Final Sales of Domestic Product: Imports: Autos,01-01-1948,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B143RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
Y014RC1A027NBEA,29-08-2021,29-08-2021,"Private Fixed Investment in Intellectual Property Products: Research and development: Business: Manufacturing: Motor vehicles, bodies and trailers, and parts manufacturing",01-01-1959,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,06-08-2021 14:35,1,1,"BEA Account Code: Y014RC

A Guide to the National Income and Product Accounts of the United States (NIPA) - (http://www.bea.gov/national/pdf/nipaguid.pdf)",,,,,
BOGZ1FA105015005A,29-08-2021,29-08-2021,"Nonfinancial Corporate Business; Structures, Equipment, and Intellectual Property Products, Current Cost Basis (Includes Used Car Premium), Transactions",01-01-1946,01-01-2020,Annual,A,Millions of Dollars,Mil. of $,Seasonally Adjusted Annual Rate,SAAR,15-06-2021 06:10,0,1,"Source ID: FA105015005.A

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FA105015005&t=) provided by the source.",,,,,
BOGZ1FU105015005A,29-08-2021,29-08-2021,"Nonfinancial Corporate Business; Structures, Equipment, and Intellectual Property Products, Current Cost Basis (Includes Used Car Premium), Transactions",01-01-1946,01-01-2020,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,15-06-2021 06:14,0,1,"Source ID: FU105015005.A

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FU105015005&t=) provided by the source.",,,,,
BOGZ1FU105015005Q,29-08-2021,29-08-2021,"Nonfinancial Corporate Business; Structures, Equipment, and Intellectual Property Products, Current Cost Basis (Includes Used Car Premium), Transactions",01-10-1946,01-01-2021,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,15-06-2021 06:14,0,1,"Source ID: FU105015005.Q

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FU105015005&t=) provided by the source.",,,,,
BOGZ1FR105015005A,29-08-2021,29-08-2021,"Nonfinancial Corporate Business; Structures, Equipment, and Intellectual Property Products, Current Cost Basis (Includes Used Car Premium), Revaluation",01-01-1946,01-01-2020,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,15-06-2021 06:17,0,1,"Source ID: FR105015005.A

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FR105015005&t=) provided by the source.",,,,,
BOGZ1FA105015085A,29-08-2021,29-08-2021,"Nonfinancial Corporate Business; Structures, Equipment, and Intellectual Property Products, Current Cost Basis (Includes Used Car Premium and REITs Residential Structures), Transactions",01-01-1946,01-01-2020,Annual,A,Millions of Dollars,Mil. of $,Seasonally Adjusted Annual Rate,SAAR,10-06-2021 12:07,0,1,"Source ID: FA105015085.A

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FA105015085&t=) provided by the source.",,,,,
BOGZ1FU105015085A,29-08-2021,29-08-2021,"Nonfinancial Corporate Business; Structures, Equipment, and Intellectual Property Products, Current Cost Basis (Includes Used Car Premium and REITs Residential Structures), Transactions",01-01-1946,01-01-2020,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,10-06-2021 12:02,0,1,"Source ID: FU105015085.A

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FU105015085&t=) provided by the source.",,,,,
BOGZ1FU105015085Q,29-08-2021,29-08-2021,"Nonfinancial Corporate Business; Structures, Equipment, and Intellectual Property Products, Current Cost Basis (Includes Used Car Premium and REITs Residential Structures), Transactions",01-10-1946,01-01-2021,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,10-06-2021 11:51,0,1,"Source ID: FU105015085.Q

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FU105015085&t=) provided by the source.",,,,,
IPULN532111T301000000,29-08-2021,29-08-2021,Value of Production for Real Estate and Rental and Leasing: Passenger Car Rental (NAICS 532111) in the United States,01-01-1988,01-01-2019,Annual,A,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,07-06-2021 22:13,0,1,Value of production is the output of an industry or sector at a given level of aggregation that only reflects deliveries outside of that industry or sector. (Also known as sectoral output.),,,,,
B853RC1A027NBEA,29-08-2021,29-08-2021,"Imports of goods: Capital goods, except automotive: Other",01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B853RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
IPG33611ENQ,29-08-2021,29-08-2021,Industrial Production: Equipment: Business Light Vehicles,01-01-1972,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:22,0,1,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.G33611E.N",,,,,
IPX50001NQ,29-08-2021,29-08-2021,Industrial Production: Total Excluding Motor Vehicles and Parts,01-01-1967,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:22,0,1,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.X50001.N",,,,,
IPX50001SQ,29-08-2021,29-08-2021,Industrial Production: Total Excluding Motor Vehicles and Parts,01-01-1967,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Seasonally Adjusted,SA,17-08-2021 08:22,0,1,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

Source Code: IP.X50001.S",,,,,
IPG336111BNQ,29-08-2021,29-08-2021,"Industrial Production: Manufacturing: Durable Goods: Automobile, Business (NAICS = 336111pt.)",01-01-1972,01-04-2021,Quarterly,Q,Index 2017=100,Index 2017=100,Not Seasonally Adjusted,NSA,17-08-2021 08:22,0,1,"The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.

NAICS = 336111pt.

Source Code: IP.G336111B.N",,,,,
IPUEN336111T301000000,29-08-2021,29-08-2021,Value of Production for Manufacturing: Automobile Manufacturing (NAICS 336111) in the United States,01-01-1988,01-01-2019,Annual,A,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,07-06-2021 22:49,0,1,Value of production is the output of an industry or sector at a given level of aggregation that only reflects deliveries outside of that industry or sector. (Also known as sectoral output.),,,,,
IPUEN3361T301000000,29-08-2021,29-08-2021,Value of Production for Manufacturing: Motor Vehicle Manufacturing (NAICS 3361) in the United States,01-01-1988,01-01-2020,Annual,A,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,26-08-2021 09:15,0,1,Value of production is the output of an industry or sector at a given level of aggregation that only reflects deliveries outside of that industry or sector. (Also known as sectoral output.),,,,,
IPUEN33639T301000000,29-08-2021,29-08-2021,Value of Production for Manufacturing: Other Motor Vehicle Parts (NAICS 33639) in the United States,01-01-1988,01-01-2019,Annual,A,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,07-06-2021 22:48,0,1,Value of production is the output of an industry or sector at a given level of aggregation that only reflects deliveries outside of that industry or sector. (Also known as sectoral output.),,,,,
IPUEN33637T301000000,29-08-2021,29-08-2021,Value of Production for Manufacturing: Motor Vehicle Metal Stamping (NAICS 33637) in the United States,01-01-1988,01-01-2019,Annual,A,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,07-06-2021 22:52,0,1,Value of production is the output of an industry or sector at a given level of aggregation that only reflects deliveries outside of that industry or sector. (Also known as sectoral output.),,,,,
IPUEN336390T301000000,29-08-2021,29-08-2021,Value of Production for Manufacturing: Other Motor Vehicle Parts (NAICS 336390) in the United States,01-01-1988,01-01-2019,Annual,A,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,07-06-2021 22:52,0,1,Value of production is the output of an industry or sector at a given level of aggregation that only reflects deliveries outside of that industry or sector. (Also known as sectoral output.),,,,,
